SMILES,MHFP,first_class,second_class,type,num_id,chain_type,carbon_chain_length,ring_size,functional_group,CF2,CF3,CFX,cf_length,group_id,predicted_toxicity,Uncertainty
O=S(=O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  17313015 ...  25029786  43796935 151237944],Other PFASs,others,4,69,straight,8.0,,Sulfonic Acid,5,1,0,6,Other PFASs_others_straight_8.0_Sulfonic Acid_NA_CF2_5_CF3_1_CFX_0,2.3858526,0.24316703
CNCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  33988699  97181807 ...  16631887 166016711 130467758],Other PFASs,others,4,70,straight,11.0,,Amine,3,1,0,4,Other PFASs_others_straight_11.0_Amine_NA_CF2_3_CF3_1_CFX_0,3.0941796,0.2527273
FC(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,[ 90704825 372062702 107816900 ... 299509625 281920279 151237944],PFAA precursors,HFCs,2,71,straight,6.0,,None,3,2,1,6,PFAA precursors_HFCs_straight_6.0_Unknown_NA_CF2_3_CF3_2_CFX_1,2.066575,0.25354353
C=CCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 35941647 104111782  97181807 ...   1095206 281920279  22166258],Other PFASs,others,4,72,straight,11.0,,Ether,6,1,0,7,Other PFASs_others_straight_11.0_Ether_NA_CF2_6_CF3_1_CFX_0,4.29089,0.2668304
CC(C)(C)C(=O)/C(=N/Nc1ccc([N+](=O)[O-])cc1)C(=O)C(F)(F)C(F)(F)C(F)(F)F,[  7060930 102402892  40939220 ...  14713706  72176439  75695922],Other PFASs,Aromatic PFASs,4,73,cyclic,,6.0,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_2_CF3_1_CFX_0,4.428137,0.26069844
O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1ccc(F)cc1,[250618452 111791931  23369274 ...  16937123 124409255  75695922],Other PFASs,Aromatic PFASs,4,74,cyclic,,6.0,Aromatic,2,1,1,4,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_6.0_CF2_2_CF3_1_CFX_1,3.798159,0.26085782
CCCCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  33988699  17313015 ... 133635739 138388023 151237944],PFAA precursors,PASF-based substances,2,75,straight,14.0,,Alcohol,7,1,0,8,PFAA precursors_PASF-based substances_straight_14.0_Alcohol_NA_CF2_7_CF3_1_CFX_0,3.2226238,0.17136073
CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  55547398  97181807 ... 129030002 124409255 151237944],PFAA precursors,PFAK derivatives,2,76,straight,9.0,,ketone,6,1,0,7,PFAA precursors_PFAK derivatives_straight_9.0_Unknown_NA_CF2_6_CF3_1_CFX_0,3.127145,0.25472572
O=P(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[171249045  71278405  95504826 ... 171882282  43796935 130781908],Other PFASs,others,4,77,straight,30.0,,Phosphate,21,3,0,24,Other PFASs_others_straight_30.0_Phosphate_NA_CF2_21_CF3_3_CFX_0,4.2741075,0.24439654
FC(F)=C(F)C(F)(F)C1(F)OC1(F)F,[250618452  41342666 107816900 ...  65874932 101296679 151237944],"Other PFASs, cyclic","others, cyclic",4,78,cyclic,,3.0,Ether,3,0,2,5,"Other PFASs, cyclic_others, cyclic_cyclic_NA_Ether_3.0_CF2_3_CF3_0_CFX_2",2.5388005,0.25430667
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COP1(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=N1,[ 35941647 153479361  95504826 ... 154704470 240371511  46460802],"Other PFASs, cyclic","others, cyclic",4,79,cyclic,,6.0,Phosphate,48,0,0,48,"Other PFASs, cyclic_others, cyclic_cyclic_NA_Unknown_6.0_CF2_48_CF3_0_CFX_0",5.6965528,0.20927547
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,2,80,straight,30.0,,None,22,2,0,24,PFAA precursors_HFCs_straight_30.0_Unknown_NA_CF2_22_CF3_2_CFX_0,5.5036325,0.2512498
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312 104111782  14316170 ... 291378977  99703927 151237944],PFAAs,PFCA-ester derivatives,1,81,straight,14.0,,Ester,10,1,0,11,PFAAs_PFCA-ester derivatives_straight_14.0_Ester_NA_CF2_10_CF3_1_CFX_0,3.4879289,0.23915057
O=C(Nc1ccc([N+](=O)[O-])cc1)C(F)(F)C(F)(F)C(F)(F)F,[  7060930   8492060 107816900 ...  54552999  72176439 151237944],Other PFASs,Aromatic PFASs,4,82,cyclic,,6.0,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_2_CF3_1_CFX_0,4.23635,0.2748905
CN(C)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,[250618452 104111782  97181807 ... 252899431  37515159 107724166],Other PFASs,Aromatic PFASs,4,83,cyclic,,6.0,Amine,7,1,0,8,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_7_CF3_1_CFX_0,5.3391294,0.26820216
C=C(F)C(F)(F)C(F)(F)C(F)F,[250618452 174008208 107816900 ...  65874932 240371511 151237944],PFAA precursors,PolyFAenes,2,84,straight,5.0,,Double bond,3,0,1,4,PFAA precursors_PolyFAenes_straight_5.0_Unknown_NA_CF2_3_CF3_0_CFX_1,3.3915205,0.258855
COC(=O)C1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1,[250618452  58856270  97181807 ... 291378977  52222487 108474474],"Polyfluoroalkyl acids, cyclic","PolyFCA derivatives, cyclic",3,85,cyclic,,6.0,Ester,6,1,0,7,"Polyfluoroalkyl acids, cyclic_PolyFCA derivatives, cyclic_cyclic_NA_Ester_6.0_CF2_6_CF3_1_CFX_0",2.507616,0.25930932
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[I+]c1ccccc1,[ 64806077  21928620  97181807 ... 110967182 227926647 151237944],Other PFASs,Aromatic PFASs,4,86,cyclic,,6.0,Halogen,5,1,0,6,Other PFASs_Aromatic PFASs_cyclic_NA_Halogen_6.0_CF2_5_CF3_1_CFX_0,2.5833974,0.2535811
O=C(CC(O)(CC(=O)OC(F)(F)F)C(=O)OC(F)(F)F)OCCOC(F)(F)F,[ 19469312 349862641  91848883 ...  13422388 147353751  98778836],Polyfluoroalkyl acids,PolyFCA derivatives,3,87,branched,11.0,,Ester,0,3,0,3,Polyfluoroalkyl acids_PolyFCA derivatives_branched_11.0_Ester_NA_CF2_0_CF3_3_CFX_0,1.4833977,0.12156154
FC(F)(F)C(F)(OCCCCBr)C(F)(F)F,[   853465 138756634 232751249 ... 182736775 426865751 213081024],Other PFASs,others,4,88,straight,7.0,,Ether,0,2,1,3,Other PFASs_others_straight_7.0_Ether_NA_CF2_0_CF3_2_CFX_1,2.547965,0.251987
Nc1ccc(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,[177832702  79512453 107816900 ...  13850487  69311799 151237944],Other PFASs,Aromatic PFASs,4,89,cyclic,,6.0,Ether,3,1,0,4,Other PFASs_Aromatic PFASs_cyclic_NA_Ether_6.0_CF2_3_CF3_1_CFX_0,3.064425,0.25612968
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  87855067 ...  37687752 281920279 151237944],PFAAs,PFCAs,1,90,straight,6.0,,Carboxylic Acid,4,1,0,5,PFAAs_PFCAs_straight_6.0_Carboxylic Acid_NA_CF2_4_CF3_1_CFX_0,2.647449,0.25565434
FC(F)(F)C(F)(F)C(F)(F)c1nc2ccccc2nc1-c1ccccc1,[ 25773932 227868861 107816900 ...  77242120 180159479 117505654],Other PFASs,Aromatic PFASs,4,91,cyclic,,6.0,Aromatic,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_6.0_CF2_2_CF3_1_CFX_0,3.7021194,0.26330113
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[191442385 107055568  17313015 ...  88808901  53184391 151237944],PFAAs,PFSAs,1,92,branched,9.0,,Sulfonic Acid,6,2,1,9,PFAAs_PFSAs_branched_9.0_Sulfonic Acid_NA_CF2_6_CF3_2_CFX_1,4.7340727,0.26936
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(=O)O,[250618452 634028201  87855067 ...  37687752 281920279 151237944],PFAAs,PFdiCAs,1,93,straight,5.0,,Carboxylic Acid,3,0,0,3,PFAAs_PFdiCAs_straight_5.0_Carboxylic Acid_NA_CF2_3_CF3_0_CFX_0,2.943905,0.2581002
NC(C(=O)O)C(F)(F)C(F)(F)C(F)(F)F,[250618452 119138944 107816900 ...  34556110 199861575 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,3,94,straight,5.0,,Carboxylic Acid,2,1,0,3,Polyfluoroalkyl acids_PolyFCA derivatives_straight_5.0_Carboxylic Acid_NA_CF2_2_CF3_1_CFX_0,1.4761175,0.16158201
CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)OC(F)(F)F,[187337487 196979755  97911195 ... 611624164  98940775  70269816],PFAA precursors,PFAK derivatives,2,95,branched,10.0,,Ether,2,1,0,3,PFAA precursors_PFAK derivatives_branched_10.0_Ether_NA_CF2_2_CF3_1_CFX_0,2.457422,0.23088185
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(C)(F)F,[  1426846 154242801  18439196 ...  15279529  43796935  22160906],Polyfluoroalkyl acids,PolyFCA derivatives,3,96,branched,12.0,,Ester,5,0,0,5,Polyfluoroalkyl acids_PolyFCA derivatives_branched_12.0_Ester_NA_CF2_5_CF3_0_CFX_0,2.6893678,0.2107004
O=C(Nc1cccc(C(F)(F)F)c1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 95088122   8492060  97181807 ...  54552999  41072135 151237944],Other PFASs,Aromatic PFASs,4,97,cyclic,,6.0,Amine,7,2,0,9,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_7_CF3_2_CFX_0,3.168674,0.25403535
FC(F)(F)C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,[116535653 160021305 107816900 ...  96200160 281920279 106103048],PFAA precursors,HFCs,2,98,branched,6.0,,None,2,3,0,5,PFAA precursors_HFCs_branched_6.0_Unknown_NA_CF2_2_CF3_3_CFX_0,2.6871033,0.25561813
COC/C=C(\F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  65982239 107816900 ...  57654342 281920279 151237944],Other PFASs,others,4,99,straight,7.0,,Ether,2,1,1,4,Other PFASs_others_straight_7.0_Ether_NA_CF2_2_CF3_1_CFX_1,2.1834188,0.24237426
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCN=C(Cl)Cl,[111000236  33988699  97181807 ... 315475182 170055831 151237944],Other PFASs,others,4,100,straight,7.0,,Amine,3,1,0,4,Other PFASs_others_straight_7.0_Amine_NA_CF2_3_CF3_1_CFX_0,2.6666656,0.25408724
O=S(=O)(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  17313015 ... 120302872 156186023  31610692],PFAA precursors,PASF-based substances,2,101,straight,16.0,,Sulfone,14,2,0,16,PFAA precursors_PASF-based substances_straight_16.0_Sulfone_NA_CF2_14_CF3_2_CFX_0,7.0319242,0.28603277
FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,[985376801 505728944  43438459 ... 611624164 503919095 261466434],Other PFASs,Perfluoroalkanes,4,102,branched,5.0,,None,0,4,0,4,Other PFASs_Perfluoroalkanes_branched_5.0_Unknown_NA_CF2_0_CF3_4_CFX_0,1.9823824,0.25851634
C=C(C)C(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[  1426846  33988699  17313015 ... 136323818 107222071  22160906],PFAA precursors,PASF-based substances,2,103,branched,11.0,,Ester,3,1,0,4,PFAA precursors_PASF-based substances_branched_11.0_Ester_NA_CF2_3_CF3_1_CFX_0,2.3057103,0.17902884
CCCCCCCCCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 39844693   8492060  97181807 ... 194511214 166016711 151237944],Other PFASs,Amide derivatives,4,104,straight,20.0,,Amine,6,1,0,7,Other PFASs_Amide derivatives_straight_20.0_Amine_NA_CF2_6_CF3_1_CFX_0,2.7896392,0.25342104
FC1(F)C(F)(F)C(F)(F)C(F)(Cl)C(F)(F)C1(F)F,[111000236  58869667 107816900 ... 285534043  69000183 151237944],"Other PFASs, cyclic","Polyfluoroalkanes, cyclic",4,105,cyclic,,6.0,Halogen,5,0,1,6,"Other PFASs, cyclic_Polyfluoroalkanes, cyclic_cyclic_NA_Halogen_6.0_CF2_5_CF3_0_CFX_1",2.5416822,0.25320202
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCI,[250618452 104111782  97181807 ...  16631887  43796935  24985098],Other PFASs,Polyfluoroalkanes,4,106,straight,10.0,,Halogen,5,1,0,6,Other PFASs_Polyfluoroalkanes_straight_10.0_Halogen_NA_CF2_5_CF3_1_CFX_0,2.9128911,0.25331047
O=C(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465   9635651 107816900 ...  65408281  23638503  71007262],PFAA precursors,PAECFs,2,107,straight,9.0,,Ether,3,3,3,9,PFAA precursors_PAECFs_straight_9.0_Ether_NA_CF2_3_CF3_3_CFX_3,6.1960716,0.293039
CCCCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(O)c1,[ 54297102   8492060  66871572 ...  54552999 100272231 146302344],Other PFASs,Aromatic PFASs,4,108,cyclic,,6.0,Ether,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Ether_6.0_CF2_2_CF3_1_CFX_0,1.9554956,0.20922828
O=C(Oc1ccc(-c2ccc(O)cc2)cc1)C(F)(C(F)(F)F)C(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F,[ 54297102  24501632  62348548 ... 110403402  18477239 115885840],Other PFASs,Aromatic PFASs,4,109,cyclic,,6.0,Ester,5,1,1,7,Other PFASs_Aromatic PFASs_cyclic_NA_Ester_6.0_CF2_5_CF3_1_CFX_1,2.524047,0.22559845
C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,[  1426846  73299756 107816900 ... 207038152  47326567  22160906],Polyfluoroalkyl acids,PolyFCA derivatives,3,110,branched,8.0,,Ester,2,1,0,3,Polyfluoroalkyl acids_PolyFCA derivatives_branched_8.0_Ester_NA_CF2_2_CF3_1_CFX_0,1.925205,0.22332624
CC(F)(F)OCC(F)(F)C(F)(F)C(F)(F)F,[ 35941647  73299756 107816900 ... 490793965 101296679  46460802],PFAA precursors,HFEs,2,111,straight,6.0,,Ether,3,1,0,4,PFAA precursors_HFEs_straight_6.0_Ether_NA_CF2_3_CF3_1_CFX_0,1.854861,0.23058616
Oc1ccc(SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,[ 54297102  36123943  22645447 ...  53086222  18477239 151237944],Other PFASs,Aromatic PFASs,4,112,cyclic,,6.0,Thioether,5,1,0,6,Other PFASs_Aromatic PFASs_cyclic_NA_Thioether_6.0_CF2_5_CF3_1_CFX_0,2.986087,0.2528694
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[250618452 215423514  87855067 ...  37687752  53184391 151237944],PFAAs,PFCAs,1,113,branched,7.0,,Carboxylic Acid,3,2,1,6,PFAAs_PFCAs_branched_7.0_Carboxylic Acid_NA_CF2_3_CF3_2_CFX_1,2.7872329,0.25527576
CNc1nnc(C(F)(F)C(F)(F)C(F)(F)F)o1,[101543770 163273666 107816900 ...  59739080  83654695 107724166],Other PFASs,Aromatic PFASs,4,114,cyclic,,5.0,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_5.0_CF2_2_CF3_1_CFX_0,2.1319795,0.24586809
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[191442385 107055568  17313015 ... 253630925 104129879  29302852],PFAAs,PFSAs,1,115,straight,4.0,,Sulfonic Acid,3,1,0,4,PFAAs_PFSAs_straight_4.0_Sulfonic Acid_NA_CF2_3_CF3_1_CFX_0,3.6316435,0.26686475
Oc1ccc(C(F)(F)C(F)(F)C(F)(F)F)cc1,[ 54297102  36123943  97965370 ... 110403402  18477239 107724166],Other PFASs,Aromatic PFASs,4,116,cyclic,,6.0,Aromatic,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_6.0_CF2_2_CF3_1_CFX_0,2.3811827,0.25376576
CN(C)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 39844693   1815513  97181807 ... 194511214 166016711 151237944],Other PFASs,Amide derivatives,4,117,straight,14.0,,Amine,7,1,0,8,Other PFASs_Amide derivatives_straight_14.0_Amine_NA_CF2_7_CF3_1_CFX_0,3.0431244,0.25448602
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C#CI(F)(F)(F)F,[109264537  95307558  97181807 ...  78481900 281920279 151237944],Other PFASs,Polyfluoroalkanes,4,118,straight,8.0,,Halogen,5,1,0,6,Other PFASs_Polyfluoroalkanes_straight_8.0_Halogen_NA_CF2_5_CF3_1_CFX_0,2.2127645,0.22658436
CCN(CCOP(=O)(O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 34574211  33988699  17313015 ... 136323818  55416695 151237944],PFAA precursors,PASF-based substances,2,119,straight,12.0,,Amine,7,1,0,8,PFAA precursors_PASF-based substances_straight_12.0_Amine_NA_CF2_7_CF3_1_CFX_0,3.468843,0.20533097
FC(F)(F)C(F)(F)C(F)(F)CSCc1ccccc1,[242542632  49018156   1092040 ... 215679073  83873703  29516144],Other PFASs,Aromatic PFASs,4,120,cyclic,,6.0,Thioether,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Thioether_6.0_CF2_2_CF3_1_CFX_0,2.7264767,0.2563697
OCCCC/C(I)=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[191452432  11431578  97181807 ... 200578621  14046279  10360726],PFAA precursors,PolyFAC derivatives,2,121,straight,10.0,,Alcohol,3,1,0,4,PFAA precursors_PolyFAC derivatives_straight_10.0_Alcohol_NA_CF2_3_CF3_1_CFX_0,2.5173063,0.2553906
Nc1nc(N)nc(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n1,[ 35941647 104111782  84518597 ...  83757991 193528679  46460802],Other PFASs,Aromatic PFASs,4,122,cyclic,,6.0,Ether,5,1,0,6,Other PFASs_Aromatic PFASs_cyclic_NA_Ether_6.0_CF2_5_CF3_1_CFX_0,3.4032712,0.25449637
FC(OC(F)(F)C(F)(F)C(CI)C(F)(F)F)C(F)(F)F,[116535653 160021305  12884121 ...  96200160 101296679 151237944],Other PFASs,PFPEs,4,123,branched,7.0,,Ether,2,2,1,5,Other PFASs_PFPEs_branched_7.0_Ether_NA_CF2_2_CF3_2_CFX_1,3.3309703,0.25805783
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS,[137727442  49018156  97181807 ... 171882282  26744695 151237944],Other PFASs,others,4,124,straight,8.0,,Thiol,5,1,0,6,Other PFASs_others_straight_8.0_Thiol_NA_CF2_5_CF3_1_CFX_0,2.4762778,0.2528503
FC(F)(F)C(F)(F)C(F)(F)c1nc(C(F)(F)C(F)(F)C(F)(F)F)nc(C(F)(F)C(F)(F)C(F)(F)F)n1,[ 13458306 101484161  71827340 ... 101568072  61736103 107724166],Other PFASs,Aromatic PFASs,4,125,cyclic,,6.0,Aromatic,6,3,0,9,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_6.0_CF2_6_CF3_3_CFX_0,1.140111,0.11436708
CN(C(=O)C(F)(F)C(F)(F)C(F)(F)F)[Si](C)(C)C,[250618452   8492060 107816900 ... 169482007 200622407 151237944],Other PFASs,Si PFASs,4,126,straight,8.0,,Amine,2,1,0,3,Other PFASs_Si PFASs_straight_8.0_Amine_NA_CF2_2_CF3_1_CFX_0,2.565281,0.23239537
O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[171249045  71278405  95504826 ...  88808901  43796935 130781908],PFAA precursors,n:2 fluorotelomer-based substances,2,127,branched,38.0,,Phosphate,28,4,2,34,PFAA precursors_n:2 fluorotelomer-based substances_branched_38.0_Phosphate_NA_CF2_28_CF3_4_CFX_2,6.4986997,0.24829227
O=S(=O)(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,[359993930  71013085  17313015 ... 253630925 101031895  36136210],PFAAs,PFESAs,1,128,straight,4.0,,Ether,3,1,0,4,PFAAs_PFESAs_straight_4.0_Ether_NA_CF2_3_CF3_1_CFX_0,2.8891153,0.25574905
C[N+](C)([O-])CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[187923589  33988699  17313015 ... 136323818  90036311 151237944],PFAA precursors,PASF-based substances,2,129,straight,10.0,,Amine,4,1,0,5,PFAA precursors_PASF-based substances_straight_10.0_Amine_NA_CF2_4_CF3_1_CFX_0,3.5973623,0.23480186
O=C(O)c1ccc(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,[196802390  12005311  97181807 ... 171882282  43796935 151237944],Other PFASs,Aromatic PFASs,4,130,cyclic,,6.0,Carboxylic Acid,7,1,0,8,Other PFASs_Aromatic PFASs_cyclic_NA_Carboxylic Acid_6.0_CF2_7_CF3_1_CFX_0,3.3359046,0.24933575
CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,2,131,straight,27.0,,None,10,1,0,11,PFAA precursors_HFCs_straight_27.0_Unknown_NA_CF2_10_CF3_1_CFX_0,3.5706105,0.2555809
O=C(c1c(F)c(F)c(F)c(F)c1F)C(F)(F)C(F)(F)C(F)(F)F,[152075867 190309893 107816900 ... 310776138  48191319 151237944],Other PFASs,Aromatic PFASs,4,132,cyclic,,6.0,Aromatic,2,1,5,8,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_6.0_CF2_2_CF3_1_CFX_5,2.8257928,0.25280586
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,[ 78558515 104111782  97181807 ...  52063218  43796935 145874996],"Other PFASs, cyclic","others, cyclic",4,133,cyclic,,3.0,Ether,11,1,0,12,"Other PFASs, cyclic_others, cyclic_cyclic_NA_Ether_3.0_CF2_11_CF3_1_CFX_0",4.6558237,0.26111105
O=S(=O)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[ 35941647 104111782  17313015 ...  25029786 117586279  46460802],Polyfluoroalkyl acids,PolyFSA derivatives,3,134,straight,7.0,,Sulfonate Ester,4,2,0,6,Polyfluoroalkyl acids_PolyFSA derivatives_straight_7.0_Sulfonate Ester_NA_CF2_4_CF3_2_CFX_0,3.5419066,0.26087278
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  87855067 ...  37687752 281920279 151237944],PFAAs,PFCAs,1,135,straight,8.0,,Carboxylic Acid,6,1,0,7,PFAAs_PFCAs_straight_8.0_Carboxylic Acid_NA_CF2_6_CF3_1_CFX_0,2.9666548,0.25514048
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1cccc(NC(=O)c2ccc(Cl)cc2F)c1,[ 95088122  66796534  48865350 ...  25560912   2232375 107766604],Other PFASs,Aromatic PFASs,4,136,cyclic,,6.0,Amine,0,2,2,4,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_0_CF3_2_CFX_2,2.0301769,0.19374087
CCCCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944],Other PFASs,Polyfluoroalkanes,4,137,straight,24.0,,Halogen,9,1,0,10,Other PFASs_Polyfluoroalkanes_straight_24.0_Halogen_NA_CF2_9_CF3_1_CFX_0,3.2924314,0.25467834
